SKU#,CODE,DESCRIPT,QTY SOLD,TOT COST,TOT PRICE,PROFIT,%,DEPT
37485,5GL3GSF,3G SHOE FRESHENERS,5,14.27,22.56,8.29,37,ACCESSORIES
37670,5GL3GSS,3G SHOE SLIDER,6,25.3,36.36,11.06,30,ACCESSORIES
38431,1HAPP78,78D PURPLE PEARL URETHANE,132,11880,14677.47,2797.47,19,BALLS
17737,5DE9SASS11,9 SAWTOOTH SLIDE SOLE S-11,2,35.37,54.1,18.73,35,ACCESSORIES
17717,5DE9SASS7,9 SAWTOOTH SLIDE SOLE S-7,1,17.83,27.05,9.22,34,ACCESSORIES
17727,5DE9SASS9,9 SAWTOOTH SLIDE SOLE S-9,2,37.5,52.88,15.38,29,ACCESSORIES
35298,5DE9SAS,9 SLIDE ADAPTER SOLE ( VELCRO ),1,15.93,28.55,12.62,44,ACCESSORIES
17732,5DE9SS10,9 SLIDE SOLE S-10 GREY FELT,2,37.88,52.88,15,28,ACCESSORIES
17742,5DE9SS12,9 SLIDE SOLE S-12 BLACK ICE,4,73.56,106.98,33.42,31,ACCESSORIES
16965,5DE9SS2,9 SLIDE SOLE S-2 BROWN MICRO,1,16.33,30.05,13.72,46,ACCESSORIES
17722,5DE9SS8,9 SLIDE SOLE S-8 WHITE MICRO,4,73.72,105.76,32.04,30,ACCESSORIES
17692,5DE9TST2,9 TRACTION SOLE T-2 GREY / RED,3,56.31,81.43,25.12,31,ACCESSORIES
36356,5GLDSS,900 GLOBAL DELUXE SEE-SAW,5,24.99,38.75,13.76,36,ACCESSORIES
27206,5GLSHBK,900 GLOBAL SHAMMY BLACK,3,25.5,33.63,8.13,24,ACCESSORIES
25616,5BRAB,ACCESSORY BAG BLACK / ROYAL,1,15,20.65,5.65,27,ACCESSORIES
11404,5MAAR,ADHESIVE REMOVER 2oz.,1,5,7.13,2.13,30,ACCESSORIES
37058,3DEAIGR,AINSLEE GREY,4,131.08,159.8,28.72,18,SHOES
37059,3DEAIGRW,AINSLEE GREY WIDE,4,134.36,159.8,25.44,16,SHOES
38303,1BRAL,ALERT,6,570,707.65,137.65,19,BALLS
38008,3BRAMBR,ALPHA MAX BLACK / RED,2,76,100.11,24.11,24,SHOES
38014,3BRALBKW,ALPINE BLACK / WHITE,1,38,51.97,13.97,27,SHOES
38015,3BRALBLW,ALPINE BLUE / WHITE,2,76,102.56,26.56,26,SHOES
35335,5MOAC8,AMPLIFY 8OZ,2,12.6,16.9,4.3,25,ACCESSORIES
28026,5MOAMG,AMPLIFY GALLON,1,21,27.72,6.72,24,ACCESSORIES
38087,1HAANSO,ANGER SOLID,2,180,219.33,39.33,18,BALLS
38333,1MOJAAP,APEX JACKAL,4,537.56,670.87,133.31,20,BALLS
38359,2MOASBMB,APEX SHOE BAG MIDNIGHT BLUE,1,19.6,28.95,9.35,32,BAGS
38367,2MOA3BTCB,APEX-3 SLIM ROLLER COVERT BLACK,1,56.35,67.4,11.05,16,BAGS
38368,2MOA3BTM,APEX-3 SLIM ROLLER MIDNIGHT BLUE,1,56.35,77.62,21.27,27,BAGS
38370,2MOA,APEX-3 SLIM ROLLER TANGERINE,1,56.35,77.62,21.27,27,BAGS
36136,5STAR,ARC RULER,1,7.5,9.45,1.95,21,PRO SHOP SUPPLIES
37626,1HAVIA,ARCTIC VIBE,28,2100,2643.73,543.73,21,BALLS
11254,5AMAR,ARMADILLO,1,33.55,45.32,11.77,26,PRO SHOP SUPPLIES
37531,3KRARBL,ARROW BLUE,10,300.4,299.5,-0.9,0,SHOES
38080,3KRAFBN,ARROW FT BLACK / NEON,1,39.5,49.54,10.04,20,SHOES
38079,3KRAFBR,ARROW FT BLACK / RED,3,118.5,153.14,34.64,23,SHOES
37529,3KRARGR,ARROW GREY,10,300.1,299.5,-0.6,0,SHOES
37530,3KRARRD,ARROW RED,3,90,89.85,-0.15,0,SHOES
37973,1MOASCBG,ASCEND BK / GREEN / TEAL,1,57.67,74.94,17.27,23,BALLS
37974,1MOASCPB,ASCEND DK PUR / PURPLE / BLUE,1,57.67,82.35,24.68,30,BALLS
37971,1MOASCRB,ASCEND RED / BK / TANGERINE,3,173.01,226.46,53.45,24,BALLS
36232,3GASBK,ASCENT BLACK,1,32.43,50.4,17.97,36,SHOES
36985,3GASBL,ASCENT BLUE,-2,-61.34,-78.45,-17.11,-22,SHOES
37986,3GASWH,ASCENT II WHITE,1,32.72,54.34,21.62,40,SHOES
37970,1MOASPBR,ASPIRE BLACK / RED / GOLD,9,377.91,502.49,124.58,25,BALLS
37967,1MOASPBS,ASPIRE BLUE / SIL / WHITE,12,503.88,667.72,163.84,25,BALLS
37969,1MOASPNR,ASPIRE NAVY / RED / BLUE,1,41.99,58.57,16.58,28,BALLS
37968,1MOASPPB,ASPIRE PURPLE / BK / SILVER,5,209.95,289.77,79.82,28,BALLS
38379,1SWASPL,ASSASSIN PEARL,1,83.75,100.58,16.83,17,BALLS
38035,2BRASRD,ATTACK SGL TOTE RED,2,40,59.2,19.2,32,BAGS
37128,3BRAVBG,AVALANCHE BLACK / GREY,4,151.72,201.58,49.86,25,SHOES
35633,3KRAVBB,AVIATOR BLACK / BLUE,16,446.56,649.76,203.2,31,SHOES
35619,3KRAVBG,AVIATOR BLACK / GREY,17,488.08,672.98,184.9,27,SHOES
35236,3KRAVGR,AVIATOR GREY,1,15.24,24.95,9.71,39,SHOES
36608,3KRAVGC,AVIATOR GREY CAMO,12,333.24,500.52,167.28,33,SHOES
35237,3KRAVRB,AVIATOR RED / BLACK,2,55.86,78.14,22.28,29,SHOES
37077,1HAAXBS,AXE BLACK / SMOKE,4,192,262.31,70.31,27,BALLS
37979,1HAAXGS,AXE GREEN / SMOKE,5,240,331.56,91.56,28,BALLS
37980,1HAAXPP,AXE PURPLE / PINK,5,240,317.58,77.58,24,BALLS
37079,1HAAXPUS,AXE PURPLE / SMOKE,5,240,325.97,85.97,26,BALLS
36732,3BRAXWT,AXIS WHITE / TEAL,1,32,41.1,9.1,22,SHOES
38210,2ROBPMVPACH,BACKPACK MVP + ACHROMATIC,1,70,91.98,21.98,24,BAGS
27245,5ULBPICT,BALL PLUG ICE CUBE TRAY,3,13.5,19.44,5.94,31,PRO SHOP SUPPLIES
9270,5VIBIWE,BALL-IT W-EXPANDERS NO TOP (20CT,18,1584,2132.34,548.34,26,ACCESSORIES
37183,2MOBA3CBK,BALLISTIX 3 TOTE COVERT BLACK,1,53.9,68.77,14.87,22,BAGS
36454,5KRBC,BASIC BALL CUP,10,11.88,21.65,9.77,45,ACCESSORIES
36501,5KRCBS,BEVEL SANDER CORDED,1,125,156.56,31.56,20,PRO SHOP SUPPLIES
23666,5BRBBBC8,BIG B BALL CLEANER 8oz,57,199.5,286.34,86.84,30,ACCESSORIES
23667,5BRBBBCQ,BIG B BALL CLEANER QUART,1,10,13.64,3.64,27,ACCESSORIES
27884,5CTDBFP,BIG FLUFFY PAD,1,7.36,10.08,2.72,27,ACCESSORIES
13745,5VIBSPSI,BIO SKIN PRO SILVER,4,24.98,35.62,10.64,30,ACCESSORIES
38386,1STBI,BIONIC,36,4140,5136.98,996.98,19,BALLS
20323,4BRBPXL,BIONIC POSITIONER-XF LH,1,33,44.22,11.22,25,GLOVES
38336,2HABW3TT,BK WIDOW TRIPLE TOTE SE,1,65,86.71,21.71,25,BAGS
37911,1SWBD,BLACK DRAGON,1,101,118.45,17.45,15,BALLS
38267,1SWBDPL,BLACK DRAGON PEARL,2,202,236.9,34.9,15,BALLS
37400,1HABPUR,BLACK PEARL URETHANE,3,270,325.99,55.99,17,BALLS
36977,1MOVBK,BLACK VENOM,5,531.95,631.19,99.24,16,BALLS
36950,1HABW2H,BLACK WIDOW 2.0 HYBRID RED,11,1155,1386.75,231.75,17,BALLS
37395,1HABW3,BLACK WIDOW 3.0 BK / ORG,7,735,900.4,165.4,18,BALLS
38349,1HABW3DY,BLACK WIDOW 3.0 DYNASTY,54,5670,6990.58,1320.58,19,BALLS
36339,5HABWLGS,BLACK WIDOW LARGE GRIP SACK,9,45,62.94,17.94,29,ACCESSORIES
37900,1HABWMA,BLACK WIDOW MANIA,14,1470,1824.43,354.43,19,BALLS
36561,5HABWMST,BLACK WIDOW MICRO-SUEDE TOWEL,3,9,12.15,3.15,26,ACCESSORIES
36562,5HABWSC,BLACK WIDOW SHOE COVER,2,17,23.22,6.22,27,ACCESSORIES
38294,1HABWTV,BLACK WIDOW TOUR V1,9,945,1034.55,89.55,9,BALLS
37898,2HABWTTBL,BLACK WIDOW TRIPLE TOTE BLUE,5,300,390.63,90.63,23,BAGS
36535,1HABWV,BLACK WIDOW VIZ-A-BALL,7,483,588.96,105.96,18,BALLS
38029,2BRBSBK,BLAST SGL TOTE BLACK,4,56,78.68,22.68,29,BAGS
38030,2BRBSBL,BLAST SGL TOTE BLUE,4,56,77.23,21.23,27,BAGS
38031,2BRBSPU,BLAST SGL TOTE PURPLE,3,42,59.01,17.01,29,BAGS
38032,2BRBSSI,BLAST SGL TOTE SILVER,3,42,59.01,17.01,29,BAGS
19952,2BRB2BK,BLITZ 2 ROLLER BLACK,1,56,79.56,23.56,30,BAGS
19956,2BRB3BK,BLITZ 3 ROLLER BLACK,1,85,110.7,25.7,23,BAGS
35694,2BRB3BB,BLITZ 3 ROLLER BLACK / BLUE,1,85,119.51,34.51,29,BAGS
26859,2BRB3BO,BLITZ 3 ROLLER BLACK / ORANGE,1,85,119.51,34.51,29,BAGS
19957,2BRB3BL,BLITZ 3 ROLLER BLUE,1,78.57,119.51,40.94,34,BAGS
36257,2COB2RE,BOSS 2 ROLLER RED,1,45,66.95,21.95,33,BAGS
11246,5AMFBTBKD,BOWLERS TAPE BLACK DISP,3,71.55,88.9,17.35,20,ACCESSORIES
11248,5AMFBTWH5,BOWLERS TAPE WHITE 500 ROLL,2,53.9,70.46,16.56,24,ACCESSORIES
11244,5AMFBTWHD,BOWLERS TAPE WHITE DISP,3,68.85,90.57,21.72,24,ACCESSORIES
36886,5SCGSBB,BOWLING BADASS GRIP SACK,3,9.75,15.75,6,38,ACCESSORIES
37430,5IAMBBSHBL,BOWLING BADASS SHAMMY BLUE,3,21,32.3,11.3,35,ACCESSORIES
37429,5IAMBBSHGR,BOWLING BADASS SHAMMY GREY,5,35,53.65,18.65,35,ACCESSORIES
37432,5IAMBBSHPU,BOWLING BADASS SHAMMY PURPLE,1,7,10.95,3.95,36,ACCESSORIES
37431,5IAMBBSHRE,BOWLING BADASS SHAMMY RED,4,28,42.7,14.7,34,ACCESSORIES
38088,1HAVIB,BUBBLEGUM VIBE,12,900,1119.91,219.91,20,BALLS
4316,5MABBBKDZ,BUFF-A-BALL BLACK (DZ),3,180.99,215.08,34.09,16,ACCESSORIES
21886,5MABBWHDZ,BUFF-A-BALL WHITE (DZ),2,105.84,141,35.16,25,ACCESSORIES
36929,4STWDC1R,C-1 WRIST DEVICE RH,1,18.91,23.9,4.99,21,GLOVES
36932,4STWDC2L,C-2 WRIST DEVICE LH,-1,-28.89,-35.29,-6.4,-18,GLOVES
36931,4STWDC2R,C-2 WRIST DEVICE RH,2,58.31,78.2,19.89,25,GLOVES
36934,4STWDC4L,C-4 WRIST DEVICE LH,1,54.91,63.45,8.54,13,GLOVES
36933,4STWDC4R,C-4 WRIST DEVICE RH,-1,-54.99,-63.45,-8.46,-13,GLOVES
36029,4STC2WS,C2 WRIST STRAP,2,7.36,13.2,5.84,44,GLOVES
36524,4STC4WS,C4 WRIST STRAP,1,4.63,6.95,2.32,33,GLOVES
37107,2HAC2CA,CARBON SHIELD 2 ROLLER CARBON,1,100,127.6,27.6,22,BAGS
37108,2HAC3CA,CARBON SHIELD 3 ROLLER CARBON,1,125,159.46,34.46,22,BAGS
37460,2HACS3T,CARBON SHIELD 3 TOTE BLUE,3,180,240.12,60.12,25,BAGS
37454,2HACDT,CARBON SHIELD DOUBLE TOTE BLUE,2,70,87.73,17.73,20,BAGS
7356,5VICI,CHANGE IT REMOVING THUMB IT,19,136.8,200.36,63.56,32,ACCESSORIES
37509,3KRCHBKR,CHARGE BLACK RH,1,111.2,156.25,45.05,29,SHOES
13330,6TUCLBK,CLASSIC BLACK,205,137.35,228.55,91.2,40,INSERTS
13414,6TUCLGR,CLASSIC GREEN,60,39.78,65.4,25.62,39,INSERTS
13358,6TUCLIC,CLASSIC ICE,10,6.62,10.4,3.78,36,INSERTS
13428,6TUCLOR,CLASSIC ORANGE,48,31.68,52.32,20.64,39,INSERTS
37638,6TUCLPK,CLASSIC PINK,79,52.54,86.11,33.57,39,INSERTS
13442,6TUCLPU,CLASSIC PURPLE,61,40.74,65.49,24.75,38,INSERTS
13386,6TUCLRD,CLASSIC RED,183,123.48,205.05,81.57,40,INSERTS
13344,6TUCLWH,CLASSIC WHITE,57,37.9,61.13,23.23,38,INSERTS
13372,6TUCLYE,CLASSIC YELLOW,194,128.82,217.46,88.64,41,INSERTS
36463,5KRCHBC8,CLEAN & HOOK BALL CLEANER 8oz,2,9.46,12.96,3.5,27,ACCESSORIES
36462,5KRCHBC32,CLEAN & HOOK BALL CLEANER QT,1,17.85,24.02,6.17,26,PRO SHOP SUPPLIES
18820,4MOCS,CLEAN SHOT,2,41,52.96,11.96,23,GLOVES
38331,1STCLTL,CLEAR STORM TEAL,18,1800,2274.85,474.85,21,BALLS
38011,3BRCTBK,COAST BLACK,9,288,367.92,79.92,22,SHOES
38010,3BRCTSA,COAST SAND,1,32,45.83,13.83,30,SHOES
4768,5MOCK,COLOR KIT 12 COLORS,1,100.79,127.35,26.56,21,PRO SHOP SUPPLIES
36336,5COGS,COLUMBIA GRIP SACK,3,12,16.22,4.22,26,ACCESSORIES
38091,1BRCO,COMBAT,-3,-375,-389.85,-14.85,-4,BALLS
38385,1STCO,CONCEPT,233,27960,34617.59,6657.59,19,BALLS
35970,5VIITTS,CONVERSION SLEEVES,10,2.5,6.8,4.3,63,ACCESSORIES
38262,1GLCO,COVE,3,337.02,406.89,69.87,17,BALLS
38263,1SWCRHY,CRAZE HYBRID,1,72.5,87.96,15.46,18,BALLS
38381,1SWCTPL,CRAZE TOUR PEARL,1,72.5,87.96,15.46,18,BALLS
38380,1SWCTSO,CRAZE TOUR SOLID,1,72.5,87.96,15.46,18,BALLS
38326,1BRCR78,CROWN 78U,-1,-90,-115,-25,-22,BALLS
20354,5BRCFCO6,CROWN FACTORY COMPOUND 6oz,3,16.5,22.32,5.82,26,ACCESSORIES
20355,5BRCFCOQ,CROWN FACTORY COMPOUND QUART,3,51,68.77,17.77,26,ACCESSORIES
20352,5BRCFP6,CROWN FACTORY POLISH 6oz,2,11,14.88,3.88,26,ACCESSORIES
20356,5BRCSG6,CROWN SCRUBBING GEL 6oz,5,27.5,40.15,12.65,32,ACCESSORIES
37976,1BRCV,CROWN VICTORY,6,540,680.31,140.31,21,BALLS
38394,1BRCVPL,CROWN VICTORY PEARL,9,810,986.15,176.15,18,BALLS
4624,2KRC1PUWB,CRUISER 1 PURPLE / WHITE / BK,4,200.56,256,55.44,22,BAGS
10133,2KRC1RWB,CRUISER 1 ROYAL / WHITE / BLACK,5,250.55,331.69,81.14,24,BAGS
28215,2KRC1RST,CRUISER 1 STONE,2,100.28,142.46,42.18,30,BAGS
35701,2KRC1TL,CRUISER 1 TEAL,2,100.28,137.27,36.99,27,BAGS
37592,2KRC1WL,CRUISER 1 WHITE LEOPARD,1,52.24,69.57,17.33,25,BAGS
4612,2KRC2BK,CRUISER 2 BLACK,4,258.32,350.85,92.53,26,BAGS
37610,2KRC2DO,CRUISER 2 DONUTS,4,260.73,361.02,100.29,28,BAGS
37116,2KRC2GN,CRUISER 2 GREY / NAVY,1,64.28,90.82,26.54,29,BAGS
23625,2KRC2PUW,CRUISER 2 PURPLE / WHITE / BLACK,2,129.14,174.95,45.81,26,BAGS
19722,2KRC2RWB,CRUISER 2 RED / WHITE / BLACK,1,64.57,78.87,14.3,18,BAGS
9027,2KRC2BWB,CRUISER 2 ROYAL / WHITE / BLACK,7,452.06,614.21,162.15,26,BAGS
38126,2KRC2WBS,CRUISER 2 WH / BK / RED SPLASH,1,67.2,82.05,14.85,18,BAGS
26865,2KRC3RO,CRUISER 3 ROLLER ROYAL,2,172.2,237.38,65.18,27,BAGS
37598,2KRCL2GO,CRUISER LUX DBL ROLLER GOLD,1,71.25,102.89,31.64,31,BAGS
35759,2KRCRS2RE,CRUISER SCRATCH 2 ROLLER RED,3,105,227.85,122.85,54,BAGS
16887,5VICSBP2,CS HYBRID BALL PLUG KIT (2 Gal ),4,450,592.95,142.95,24,PRO SHOP SUPPLIES
38324,1BRDZBK,DANGER ZONE BLACK,38,2964,3754.1,790.1,21,BALLS
38325,1BRDZPI,DANGER ZONE PURPLE ICE,16,1248,1574.5,326.5,21,BALLS
38332,5BRDZRS,DANGER ZONE RUBBER SHAMMY,2,21,28.22,7.22,26,ACCESSORIES
38352,1DVDSCU,DARK SIDE CURSE,3,270,338.8,68.8,20,BALLS
38374,1RADI,DEEP IMPACT,-1,-125,-152.38,-27.38,-18,BALLS
37056,3DEDEBK,DELILA BLACK,1,36,41.5,5.5,13,SHOES
37057,3DEDEGR,DELILA GREY,4,144,166,22,13,SHOES
37924,5STSHOBD,DELUXE OVAL BOLT SHAMMY BLUE,3,25.48,33.66,8.18,24,ACCESSORIES
36359,5STSSDBT,DELUXE SEE-SAW BLACK / TEAL,10,49.98,72.5,22.52,31,ACCESSORIES
18980,5STSHDX,DELUXE SHAMMY,4,40,57,17,30,ACCESSORIES
3851,4MADWGL,DELUXE WRISTGLOVE LH,0,0,2.58,2.58,100,GLOVES
36743,2KRDI3BK,DIAMOND 3 BALL ROLLER BLACK,4,476,620.02,144.02,23,BAGS
38135,2KRDIAB,DIAMOND ADD ON BAG,1,16.28,21.47,5.19,24,BAGS
37125,2KRDIBP,DIAMOND BACKPACK BLACK,1,52.5,75.22,22.72,30,BAGS
24314,5MODSBL,DISK SHAMMY BLUE,6,50.4,69.1,18.7,27,ACCESSORIES
25128,5MODSPU,DISK SHAMMY PURPLE,3,25.2,34.68,9.48,27,ACCESSORIES
38176,5KRDSDCA,DISNEY SHAMMY CARS,2,25.72,30,4.28,14,ACCESSORIES
38180,5KRDSDMF,DISNEY SHAMMY MICKEY AND FRIENDS,1,12.86,17.2,4.34,25,ACCESSORIES
38185,5KRDSDST,DISNEY SHAMMY STITCH,1,12.86,15,2.14,14,ACCESSORIES
7369,2VIDPCTBK,DOUBLE PLUS CLEAR TOTE BLACK,2,48,66.96,18.96,28,BAGS
7371,2VIDPCTRE,DOUBLE PLUS CLEAR TOTE RED,2,48,66.96,18.96,28,BAGS
38246,2STDBTAP,DOUBLE TOTE ABSTRACT PURPLE,1,21,31.3,10.3,33,BAGS
38244,2STDTDXAP,DOUBLE TOTE DX ABSTACT PURPLE,2,46,64.48,18.48,29,BAGS
38245,2STDTDXSB,DOUBLE TOTE DX STEEL BLUE,5,115,159.84,44.84,28,BAGS
38247,2STDBTSB,DOUBLE TOTE STEEL BLUE,4,84,118.32,34.32,29,BAGS
38428,1DVDBT,DOUBLE TROUBLE,10,1050,1333.59,283.59,21,BALLS
36328,2KRDRGC3,DRIVE 3 DUAL WHEELS GREY / CAMO,1,129,166.85,37.85,23,BAGS
27223,5TUDTLB,DRY TOWEL LIME / BLACK,1,10.25,14.92,4.67,31,ACCESSORIES
35707,2KRDSSTAF,DYE SUB SLIM 3 AMERICAN FLAG,2,132.3,173.11,40.81,24,BAGS
37458,2HADS3TPA,DYE-SUB 3 TOTE PINK ARROWS,2,120,161.82,41.82,26,BAGS
36821,5EBSHSL,EBONITE SHOE SLIDER,4,16,22.4,6.4,29,ACCESSORIES
37846,1EBVB,EBONITE VIZ A BALL,1,66,85.45,19.45,23,BALLS
36428,5KREMTBK,ECONOMY MICROFIBER TOWEL BLACK,4,8.37,13.2,4.83,37,ACCESSORIES
37833,5KRSHEBL,ECONOMY SHAMMY LEATHER BLUE,2,11.76,16.92,5.16,30,ACCESSORIES
37098,2BRETTWP,EDGE TRIPLE TOTE W/SHOE BLUE,1,55,67.61,12.61,19,BAGS
36377,5KRES,ELBOW SUPPORT,2,8.92,12.24,3.32,27,ACCESSORIES
38261,1GLEM,EMBER,2,223.92,301.4,77.48,26,BALLS
27263,5KREGSPH,EMOJI GRIP SACKS POO HAPPENS,1,5.5,6.93,1.43,21,ACCESSORIES
38302,1BREN,ENERGIZE,1,125,134.95,9.95,7,BALLS
38317,1EBENPL,ENTITY PEARL,-4,-480,-589.07,-109.07,-19,BALLS
36221,3KREPBCR,EPIC BLACK / CHARCOAL RH,13,678.02,859.95,181.93,21,SHOES
36222,3KREPBCRW,EPIC BLACK / CHARCOAL RH WW,3,152.97,198.45,45.48,23,SHOES
2633,4MOEBR,EQUALIZER BLACK RH,2,62.55,85.4,22.85,27,GLOVES
37917,1STEQ,EQUINOX,7,892.64,1116.75,224.11,20,BALLS
38298,1STEQSO,EQUINOX SOLID,16,2046.72,2488.66,441.94,18,BALLS
38064,1BRETSO,ETHOS SOLID,1,105,139.5,34.5,25,BALLS
38306,1RAEE,EVIL EYE,3,375,429.29,54.29,13,BALLS
37930,1MOEH,EVOKE HYSTERIA,8,985.52,1175.62,190.1,16,BALLS
38373,1MOEM,EVOKE MAYHEM,14,1763.86,2195.99,432.13,20,BALLS
21373,5GEEL8.5,EVOLUTION ELEVATE 8.5oz,4,18.39,25.08,6.69,27,ACCESSORIES
20642,5GEEH8,EVOLUTION HYDRO 8oz,14,50.4,69.76,19.36,28,ACCESSORIES
20644,5GEEI8,EVOLUTION INTENSE 8oz,8,34.32,48.27,13.95,29,ACCESSORIES
20643,5GEEM8,EVOLUTION MAXX 8oz,17,89.25,118.88,29.63,25,ACCESSORIES
20648,5GEEMQNS,EVOLUTION MAXX QT (Refill),1,16.48,21.72,5.24,24,ACCESSORIES
20647,5GEEMQ,EVOLUTION MAXX QT SPRAY,1,17.02,22.75,5.73,25,ACCESSORIES
20632,5GEEX1CPTRE,EXCEL 1 CLASSIC PRE-CUT RED,41,225.5,290.58,65.08,22,ACCESSORIES
21381,5GEEXC1PCRE,EXCEL 1 COPPER PRE-CUT RED,12,71.4,92.31,20.91,23,ACCESSORIES
20633,5GEEX2CPTBL,EXCEL 2 CLASSIC PRE-CUT BLUE,38,209,272.01,63.01,23,ACCESSORIES
21382,5GEEXC2PCBL,EXCEL 2 COPPER PRE-CUT BLUE,3,17.85,24.19,6.34,26,ACCESSORIES
20634,5GEEX3CPTPU,EXCEL 3 CLASSIC PRE-CUT PURPLE,23,126.5,164.85,38.35,23,ACCESSORIES
21383,5GEEXC3PCPU,EXCEL 3 COPPER PRE-CUT PURPLE,4,23.8,32.76,8.96,27,ACCESSORIES
20635,5GEEX4CPTOR,EXCEL 4 CLASSIC PRE-CUT ORANGE,28,154,199.34,45.34,23,ACCESSORIES
20636,5GEEX5CPTAQ,EXCEL 5 CLASSIC PRE-CUT AQUA,20,110,140.74,30.74,22,ACCESSORIES
20637,5GEEX6CSP,EXCEL CLASSIC SAMPLE PACK (2 EA),2,2.7,4.14,1.44,35,ACCESSORIES
37620,5MOEKBO,EXOFLEX KT PRE-CUT BLACK / ORG,2,18.48,24.72,6.24,25,ACCESSORIES
37496,3BRFABB,FANATIC BLACK / BLUE,5,156.05,223.35,67.3,30,SHOES
37497,3BRFABR,FANATIC BLACK / RED,2,62.5,84.27,21.77,26,SHOES
36308,2KRFADTBR,FAST DOUBLE TOTE BLACK / ROYAL,1,24.46,35.16,10.7,30,BAGS
