SKU#,CODE,DESCRIPT,QTY SOLD,TOT COST,TOT PRICE,PROFIT,%,DEPT
37394,2STTPWT,3-BALL TRAVEL TOTE PRO WHT / TL,12,756,994.06,238.06,24,BAGS
38372,2MOVS3V,3-BALL VAULT 3 VENOM SHOCK LE,16,2077.6,2770.38,692.78,25,BAGS
37899,1HA3DOA,3-D OFFSET ASSAULT,2,234,249.9,15.9,6,BALLS
38286,5INIR31,31/32 INSERT REMOVER INNOVATIVE,3,137.55,175.91,38.36,22,PRO SHOP SUPPLIES
37668,5GL3GPC,3G PARTS CASE,1,19.95,28.38,8.43,30,ACCESSORIES
37330,5GL3GSB,3G SHOE BRUSH,16,54.5,82.02,27.52,34,ACCESSORIES
37485,5GL3GSF,3G SHOE FRESHENERS,13,36.57,58.34,21.77,37,ACCESSORIES
37670,5GL3GSS,3G SHOE SLIDER,21,88.22,130.14,41.92,32,ACCESSORIES
27877,5INMSR,6 INCH METAL SPAN RULER W/STUD,3,35.55,49.71,14.16,28,PRO SHOP SUPPLIES
17737,5DE9SASS11,9 SAWTOOTH SLIDE SOLE S-11,6,106.08,159.86,53.78,34,ACCESSORIES
17707,5DE9SASS5,9 SAWTOOTH SLIDE SOLE S-5,2,34.22,54.99,20.77,38,ACCESSORIES
17717,5DE9SASS7,9 SAWTOOTH SLIDE SOLE S-7,5,89.15,139.14,49.99,36,ACCESSORIES
17727,5DE9SASS9,9 SAWTOOTH SLIDE SOLE S-9,19,356.25,519.57,163.32,31,ACCESSORIES
35298,5DE9SAS,9 SLIDE ADAPTER SOLE ( VELCRO ),5,79.65,135.53,55.88,41,ACCESSORIES
17732,5DE9SS10,9 SLIDE SOLE S-10 GREY FELT,21,397.74,573.09,175.35,31,ACCESSORIES
17742,5DE9SS12,9 SLIDE SOLE S-12 BLACK ICE,7,128.73,187.81,59.08,31,ACCESSORIES
17702,5DE9SS4,9 SLIDE SOLE S-4 RED LEATHER,1,15,26.44,11.44,43,ACCESSORIES
17712,5DE9SS6,9 SLIDE SOLE S-6 PS BLUE MICRO,3,52.08,79.93,27.85,35,ACCESSORIES
17722,5DE9SS8,9 SLIDE SOLE S-8 WHITE MICRO,9,165.87,252.44,86.57,34,ACCESSORIES
25399,5DE9TST1,9 TRACTION SOLE T-1 ORANGE / RED,1,18.47,28.55,10.08,35,ACCESSORIES
17692,5DE9TST2,9 TRACTION SOLE T-2 GREY / RED,11,206.27,304.14,97.87,32,ACCESSORIES
37669,2GLBPCA,900 GLOBAL BACKPACK CAMO,2,60.8,93.51,32.71,35,BAGS
36356,5GLDSS,900 GLOBAL DELUXE SEE-SAW,4,20,31,11,35,ACCESSORIES
27206,5GLSHBK,900 GLOBAL SHAMMY BLACK,6,51,67.26,16.26,24,ACCESSORIES
4215,5STAC,ACCESSORY BAG BLACK,2,21.68,30.42,8.74,29,ACCESSORIES
23694,5INAMSP,ACE MITCHELL SPAN RULER 3PK,1,5.85,8.6,2.75,32,PRO SHOP SUPPLIES
11404,5MAAR,ADHESIVE REMOVER 2oz.,4,20,27.3,7.3,27,ACCESSORIES
35290,5GLAH,ADJUST A HEEL,2,20.14,31.24,11.1,36,ACCESSORIES
37012,3KRADBGR,ADMIRAL BLACK / GREY RH,2,34.64,119.47,84.83,71,SHOES
37058,3DEAIGR,AINSLEE GREY,5,163.85,224.28,60.43,27,SHOES
37059,3DEAIGRW,AINSLEE GREY WIDE,5,167.95,229.39,61.44,27,SHOES
38303,1BRAL,ALERT,73,6935,8656.19,1721.19,20,BALLS
38008,3BRAMBR,ALPHA MAX BLACK / RED,2,76,98.46,22.46,23,SHOES
38007,3BRAMGN,ALPHA MAX GREY / NAVY,1,38,51.97,13.97,27,SHOES
38014,3BRALBKW,ALPINE BLACK / WHITE,4,152,196.38,44.38,23,SHOES
38015,3BRALBLW,ALPINE BLUE / WHITE,4,152,206.78,54.78,26,SHOES
35335,5MOAC8,AMPLIFY 8OZ,7,44.1,61.92,17.82,29,ACCESSORIES
28026,5MOAMG,AMPLIFY GALLON,4,84,113.09,29.09,26,ACCESSORIES
38087,1HAANSO,ANGER SOLID,11,990,1245.95,255.95,21,BALLS
38333,1MOJAAP,APEX JACKAL,60,8063.4,9642.7,1579.3,16,BALLS
38367,2MOA3BTCB,APEX-3 SLIM ROLLER COVERT BLACK,1,56.35,67.4,11.05,16,BAGS
38370,2MOA,APEX-3 SLIM ROLLER TANGERINE,1,56.35,67.4,11.05,16,BAGS
36865,5VIAP,APRON PRO SHOP,2,16,21.6,5.6,26,ACCESSORIES
36136,5STAR,ARC RULER,4,30,39.38,9.38,24,PRO SHOP SUPPLIES
37626,1HAVIA,ARCTIC VIBE,117,8775,10836.97,2061.97,19,BALLS
11254,5AMAR,ARMADILLO,4,134.2,177.24,43.04,24,PRO SHOP SUPPLIES
37531,3KRARBL,ARROW BLUE,13,390.52,389.35,-1.17,0,SHOES
38080,3KRAFBN,ARROW FT BLACK / NEON,3,119.7,152.93,33.23,22,SHOES
38079,3KRAFBR,ARROW FT BLACK / RED,14,553,732.24,179.24,24,SHOES
37529,3KRARGR,ARROW GREY,29,870.29,868.55,-1.74,0,SHOES
37530,3KRARRD,ARROW RED,12,360,359.4,-0.6,0,SHOES
37973,1MOASCBG,ASCEND BK / GREEN / TEAL,8,461.36,611.05,149.69,24,BALLS
37974,1MOASCPB,ASCEND DK PUR / PURPLE / BLUE,15,865.05,1177.6,312.55,27,BALLS
37972,1MOASCNT,ASCEND NAVY / TEAL / YELLOW,3,173.01,242.93,69.92,29,BALLS
37971,1MOASCRB,ASCEND RED / BK / TANGERINE,9,519.03,701.63,182.6,26,BALLS
36232,3GASBK,ASCENT BLACK,6,190.98,276.69,85.71,31,SHOES
36985,3GASBL,ASCENT BLUE,0,0,-2.53,-2.53,-100,SHOES
37939,3GASBW,ASCENT II BLACK,10,329.8,530.26,200.46,38,SHOES
37986,3GASWH,ASCENT II WHITE,8,260.8,409.58,148.78,36,SHOES
37970,1MOASPBR,ASPIRE BLACK / RED / GOLD,13,545.87,737.33,191.46,26,BALLS
37967,1MOASPBS,ASPIRE BLUE / SIL / WHITE,18,755.82,1051.14,295.32,28,BALLS
37969,1MOASPNR,ASPIRE NAVY / RED / BLUE,10,419.9,585.68,165.78,28,BALLS
37968,1MOASPPB,ASPIRE PURPLE / BK / SILVER,14,587.86,819.34,231.48,28,BALLS
38379,1SWASPL,ASSASSIN PEARL,22,1842.5,2306.56,464.06,20,BALLS
38033,2BRASBK,ATTACK SGL TOTE BLACK,9,180,247.31,67.31,27,BAGS
38034,2BRASBL,ATTACK SGL TOTE BLUE,8,160,221.41,61.41,28,BAGS
38036,2BRASGR,ATTACK SGL TOTE GREY,3,60,83.47,23.47,28,BAGS
38035,2BRASRD,ATTACK SGL TOTE RED,1,20,26.64,6.64,25,BAGS
37859,1ROASS2,ATTENTION STAR S2,5,608.15,642.5,34.35,5,BALLS
37528,3KRAUCB,AUSTIN CHARCOAL / BROWN,7,194.32,209.65,15.33,7,SHOES
37128,3BRAVBG,AVALANCHE BLACK / GREY,46,1743.02,2238.48,495.46,22,SHOES
37129,3BRAVGN,AVALANCHE GREY / NAVY,12,426.48,590.8,164.32,28,SHOES
35633,3KRAVBB,AVIATOR BLACK / BLUE,6,167.46,245.84,78.38,32,SHOES
35619,3KRAVBG,AVIATOR BLACK / GREY,23,659.64,919.3,259.66,28,SHOES
35236,3KRAVGR,AVIATOR GREY,3,45.72,74.85,29.13,39,SHOES
36608,3KRAVGC,AVIATOR GREY CAMO,3,83.22,105.14,21.92,21,SHOES
35237,3KRAVRB,AVIATOR RED / BLACK,16,446.88,634.8,187.92,30,SHOES
37077,1HAAXBS,AXE BLACK / SMOKE,16,768,1022,254,25,BALLS
37979,1HAAXGS,AXE GREEN / SMOKE,19,912,1260.51,348.51,28,BALLS
37980,1HAAXPP,AXE PURPLE / PINK,15,720,959.74,239.74,25,BALLS
37079,1HAAXPUS,AXE PURPLE / SMOKE,14,672,890.49,218.49,25,BALLS
36732,3BRAXWT,AXIS WHITE / TEAL,3,96,133.09,37.09,28,SHOES
37075,2ROBPMVPBO,BACKPACK MVP + BLACKOUT,1,70,84.32,14.32,17,BAGS
37482,2ROBPTCO,BACKPACK TOPLINER COMPETITOR,1,51.3,75.71,24.41,32,BAGS
36992,5MOBCG,BALL CUP GUARDS,6,20.16,27.48,7.32,27,ACCESSORIES
27245,5ULBPICT,BALL PLUG ICE CUBE TRAY,4,18,26.5,8.5,32,PRO SHOP SUPPLIES
38313,5INBS,BALL SCRIBE W/5 REPLACEMENT TIPS,2,15.7,22.8,7.1,31,PRO SHOP SUPPLIES
36493,5KRBWTB3/4,BALL WORKOUT BLADE 3/4,4,23.12,35.62,12.5,35,ACCESSORIES
36492,5KRBWB5/8,BALL WORKOUT BLADE 5/8,6,34.56,54.8,20.24,37,ACCESSORIES
36490,5KRBWT,BALL WORKOUT TOOL,7,110.18,158.11,47.93,30,ACCESSORIES
9270,5VIBIWE,BALL-IT W-EXPANDERS NO TOP (20CT,106,9328,11783.01,2455.01,21,ACCESSORIES
37180,2MOBA2FR,BALLISTIX 2 TOTE FIRE RED,2,83.3,105.9,22.6,21,BAGS
37181,2MOBA2TA,BALLISTIX 2 TOTE TANGERINE,2,83.3,105.9,22.6,21,BAGS
37183,2MOBA3CBK,BALLISTIX 3 TOTE COVERT BLACK,3,161.7,209.44,47.74,23,BAGS
37185,2MOBA3TA,BALLISTIX 3 TOTE TANGERINE,1,53.9,68.77,14.87,22,BAGS
37163,2MOBSCTA,BALLISTIX SHOE BAG TANGERINE,1,19.6,25.08,5.48,22,BAGS
37993,5CTDBPLP,BAM PAD LIGHT PURPLE,1,9.35,12.76,3.41,27,ACCESSORIES
36454,5KRBC,BASIC BALL CUP,55,65.34,116.91,51.57,44,ACCESSORIES
36795,2EBBSBK,BASIC SGL TOTE BLACK,8,96,137.07,41.07,30,BAGS
36796,2EBBSBL,BASIC SGL TOTE BLUE,3,36,52.96,16.96,32,BAGS
36799,2EBBSGY,BASIC SGL TOTE GREY,6,72,102.8,30.8,30,BAGS
36798,2EBBSPK,BASIC SGL TOTE PINK,1,12,17.8,5.8,33,BAGS
36797,2EBBSPU,BASIC SGL TOTE PURPLE,2,24.12,35.16,11.04,31,BAGS
4409,5MABK,BEVEL KNIFE,4,45.08,63.8,18.72,29,PRO SHOP SUPPLIES
36489,5KRBK,BEVEL KNIFE,8,83.83,118.63,34.8,29,PRO SHOP SUPPLIES
36501,5KRCBS,BEVEL SANDER CORDED,1,125,158.29,33.29,21,PRO SHOP SUPPLIES
23666,5BRBBBC8,BIG B BALL CLEANER 8oz,149,521.5,731.33,209.83,29,ACCESSORIES
23667,5BRBBBCQ,BIG B BALL CLEANER QUART,2,20,27.28,7.28,27,ACCESSORIES
36054,5TUTBRRE,BIG RED FITTING TAPE 2" ROLL,1,7.25,11.95,4.7,39,ACCESSORIES
4771,5VIBSPBL,BIO SKIN PRO BLUE,21,130.9,195.7,64.8,33,ACCESSORIES
13745,5VIBSPSI,BIO SKIN PRO SILVER,31,193.13,277.67,84.54,30,ACCESSORIES
38386,1STBI,BIONIC,410,47150,58194.42,11044.42,19,BALLS
20315,4BRBPL,BIONIC POSITIONER LH,-7,-231,-299.81,-68.81,-23,GLOVES
20319,4BRBPR,BIONIC POSITIONER RH,0,0,-3.27,-3.27,-100,GLOVES
20323,4BRBPXL,BIONIC POSITIONER-XF LH,-8,-264,-342.64,-78.64,-23,GLOVES
20327,4BRBPXR,BIONIC POSITIONER-XF RH,-2,-66,-87.53,-21.53,-25,GLOVES
38335,2HABW3R,BK WIDOW TRIPLE ROLLER SE,9,1080,1433.76,353.76,25,BAGS
38336,2HABW3TT,BK WIDOW TRIPLE TOTE SE,24,1560,2060.38,500.38,24,BAGS
37911,1SWBD,BLACK DRAGON,4,404,504.75,100.75,20,BALLS
38267,1SWBDPL,BLACK DRAGON PEARL,3,303,376.88,73.88,20,BALLS
37400,1HABPUR,BLACK PEARL URETHANE,48,4320,5289.98,969.98,18,BALLS
36977,1MOVBK,BLACK VENOM,17,1808.62,2193.04,384.42,18,BALLS
36950,1HABW2H,BLACK WIDOW 2.0 HYBRID RED,27,2835,3478.66,643.66,19,BALLS
37395,1HABW3,BLACK WIDOW 3.0 BK / ORG,40,4200,5087.07,887.07,17,BALLS
38349,1HABW3DY,BLACK WIDOW 3.0 DYNASTY,312,32760,40425.58,7665.58,19,BALLS
37658,5HABWGSS,BLACK WIDOW GEM SHOE SLIDER,5,22.5,32.17,9.67,30,ACCESSORIES
36339,5HABWLGS,BLACK WIDOW LARGE GRIP SACK,15,75,106.25,31.25,29,ACCESSORIES
37900,1HABWMA,BLACK WIDOW MANIA,62,6510,8010.47,1500.47,19,BALLS
36561,5HABWMST,BLACK WIDOW MICRO-SUEDE TOWEL,13,39,53.01,14.01,26,ACCESSORIES
36562,5HABWSC,BLACK WIDOW SHOE COVER,4,34,46.18,12.18,26,ACCESSORIES
38294,1HABWTV,BLACK WIDOW TOUR V1,74,7770,8506.3,736.3,9,BALLS
37898,2HABWTTBL,BLACK WIDOW TRIPLE TOTE BLUE,5,300,393.24,93.24,24,BAGS
36535,1HABWV,BLACK WIDOW VIZ-A-BALL,5,345,414.6,69.6,17,BALLS
38029,2BRBSBK,BLAST SGL TOTE BLACK,37,518,716.22,198.22,28,BAGS
38030,2BRBSBL,BLAST SGL TOTE BLUE,8,112,157.32,45.32,29,BAGS
38031,2BRBSPU,BLAST SGL TOTE PURPLE,10,140,193.64,53.64,28,BAGS
38032,2BRBSSI,BLAST SGL TOTE SILVER,11,154,213.96,59.96,28,BAGS
19952,2BRB2BK,BLITZ 2 ROLLER BLACK,6,336,468.16,132.16,28,BAGS
19953,2BRB2BL,BLITZ 2 ROLLER BLUE,1,56,79.56,23.56,30,BAGS
22709,2BRB2PK,BLITZ 2 ROLLER PINK,1,56,75.38,19.38,26,BAGS
19955,2BRB2PU,BLITZ 2 ROLLER PURPLE,2,112,157.45,45.45,29,BAGS
19956,2BRB3BK,BLITZ 3 ROLLER BLACK,4,340,478.04,138.04,29,BAGS
26859,2BRB3BO,BLITZ 3 ROLLER BLACK / ORANGE,1,85,116.99,31.99,27,BAGS
36258,2COB2BL,BOSS 2 ROLLER BLUE,2,90,127.2,37.2,29,BAGS
36257,2COB2RE,BOSS 2 ROLLER RED,1,45,63.6,18.6,29,BAGS
11250,5AMFBTBK5,BOWLERS TAPE BLACK 500 ROLL,3,80.85,109.74,28.89,26,ACCESSORIES
11246,5AMFBTBKD,BOWLERS TAPE BLACK DISP,2,46.48,61.94,15.46,25,ACCESSORIES
11248,5AMFBTWH5,BOWLERS TAPE WHITE 500 ROLL,7,188.65,246.8,58.15,24,ACCESSORIES
11244,5AMFBTWHD,BOWLERS TAPE WHITE DISP,6,137.7,185.49,47.79,26,ACCESSORIES
37430,5IAMBBSHBL,BOWLING BADASS SHAMMY BLUE,13,91,141.25,50.25,36,ACCESSORIES
37429,5IAMBBSHGR,BOWLING BADASS SHAMMY GREY,9,63,98.55,35.55,36,ACCESSORIES
37432,5IAMBBSHPU,BOWLING BADASS SHAMMY PURPLE,13,91,142.35,51.35,36,ACCESSORIES
37431,5IAMBBSHRE,BOWLING BADASS SHAMMY RED,7,49,76.65,27.65,36,ACCESSORIES
3882,4MABGL,BOWLING GLOVE LH,2,20.72,29.84,9.12,31,GLOVES
3878,4MABGR,BOWLING GLOVE RH,7,75.53,102.7,27.17,26,GLOVES
38042,4BRLGR,BRUN LEATHER ORIGINAL RH,5,55,71.7,16.7,23,GLOVES
38045,4BRLPL,BRUN LEATHER PLUS LH,1,13,19.1,6.1,32,GLOVES
38044,4BRLPR,BRUN LEATHER PLUS RH,2,26,33.62,7.62,23,GLOVES
38048,5BRMSTO,BRUN MICRO-SUEDE TOWEL,11,22,33.22,11.22,34,ACCESSORIES
11285,5MOBBAR,BUBBLE BUSTER AIR RELEASE,3,23.85,38.21,14.36,38,PRO SHOP SUPPLIES
38088,1HAVIB,BUBBLEGUM VIBE,56,4200,5172.13,972.13,19,BALLS
4316,5MABBBKDZ,BUFF-A-BALL BLACK (DZ),6,361.97,447.81,85.84,19,ACCESSORIES
16279,5MABBBK,BUFF-A-BALL BLACK (EACH),11,49.94,74.95,25.01,33,ACCESSORIES
21886,5MABBWHDZ,BUFF-A-BALL WHITE (DZ),3,158.76,193.88,35.12,18,ACCESSORIES
21887,5MABBWH,BUFF-A-BALL WHITE (EACH),2,7.76,11.4,3.64,32,ACCESSORIES
36932,4STWDC2L,C-2 WRIST DEVICE LH,1,28.79,35.29,6.5,18,GLOVES
36931,4STWDC2R,C-2 WRIST DEVICE RH,6,174.42,225.97,51.55,23,GLOVES
36934,4STWDC4L,C-4 WRIST DEVICE LH,1,54.91,63.45,8.54,13,GLOVES
36933,4STWDC4R,C-4 WRIST DEVICE RH,3,164.97,200.08,35.11,18,GLOVES
37456,2HAC2BL,CARBON SHIELD 2 ROLLER BLUE,1,99.57,127.6,28.03,22,BAGS
37107,2HAC2CA,CARBON SHIELD 2 ROLLER CARBON,3,300,366.86,66.86,18,BAGS
37457,2HAC3BL,CARBON SHIELD 3 ROLLER BLUE,1,124.45,159.46,35.01,22,BAGS
37108,2HAC3CA,CARBON SHIELD 3 ROLLER CARBON,5,625,804.54,179.54,22,BAGS
37460,2HACS3T,CARBON SHIELD 3 TOTE BLUE,5,300,410.64,110.64,27,BAGS
37454,2HACDT,CARBON SHIELD DOUBLE TOTE BLUE,1,35,45.28,10.28,23,BAGS
7356,5VICI,CHANGE IT REMOVING THUMB IT,40,288,437.03,149.03,34,ACCESSORIES
37515,3KRCHBKL,CHARGE BLACK LH,1,110,137.24,27.24,20,SHOES
37509,3KRCHBKR,CHARGE BLACK RH,2,222.4,271.36,48.96,18,SHOES
37096,2BRCH2BL,CHARGER 2 ROLLER BLUE,2,160,215.48,55.48,26,BAGS
13330,6TUCLBK,CLASSIC BLACK,1039,685.91,1122.93,437.02,39,INSERTS
13400,6TUCLBL,CLASSIC BLUE,313,206.71,337.05,130.34,39,INSERTS
13414,6TUCLGR,CLASSIC GREEN,201,132.66,216.09,83.43,39,INSERTS
13358,6TUCLIC,CLASSIC ICE,230,151.99,247.51,95.52,39,INSERTS
13428,6TUCLOR,CLASSIC ORANGE,178,117.48,194.24,76.76,40,INSERTS
37638,6TUCLPK,CLASSIC PINK,124,81.9,133.66,51.76,39,INSERTS
