SKU#,CODE,DESCRIPT,QTY SOLD,TOT COST,TOT PRICE,PROFIT,%,DEPT
24077,2VI2BCRGRN,2 BALL CLASSIC ROLLER GREEN,1,53,77.55,24.55,32,BAGS
16410,2VI2BCROR,2 BALL CLASSIC ROLLER ORANGE,1,53,71.96,18.96,26,BAGS
16409,2VI2BCRPU,2 BALL CLASSIC ROLLER PURPLE,1,53,71.96,18.96,26,BAGS
11286,2VI2BCTRBK,2 BALL CLEAR TOTE ROLLER BLACK,3,79.2,113.36,34.16,30,BAGS
11287,2VI2BCTRBL,2 BALL CLEAR TOTE ROLLER BLUE,2,52.8,77.03,24.23,31,BAGS
11288,2VI2BCTRRE,2 BALL CLEAR TOTE ROLLER RED,1,26.4,36.34,9.94,27,BAGS
11292,2VI2BSBBL,2 BALL SHOE BAG BLUE,2,19.2,27.07,7.87,29,BAGS
11293,2VI2BSBRE,2 BALL SHOE BAG RED,1,9.6,13.68,4.08,30,BAGS
38274,2RO2BTTAC,2 BALL TOUR TOTE ACHROMATIC,2,48,62.56,14.56,23,BAGS
4777,5IN2SBS,2 SPEED BALL SPINNER,1,1020,1275,255,20,PRO SHOP SUPPLIES
37477,2RO3ASCO,3 BALL ALL STAR COMPETITOR,5,584.31,760.15,175.84,23,BAGS
38208,2RO3BACH,3 BALL ROLLER ACHROMATIC,4,500,683.76,183.76,27,BAGS
37030,2RO3BABO,3 BALL ROLLER ALL-STAR BLACKOUT,3,375,496.46,121.46,24,BAGS
7365,2VI3BSBBK,3 BALL SHOE BAG BLACK,7,100.8,133.06,32.26,24,BAGS
7366,2VI3BSBBL,3 BALL SHOE BAG BLUE,1,14.4,19.44,5.04,26,BAGS
22873,2VI3BSBBY,3 BALL SHOE BAG BLUE / YELLOW,1,14.4,20.52,6.12,30,BAGS
22874,2VI3BSBGG,3 BALL SHOE BAG GRAPE/ GREEN,2,28.8,35.64,6.84,19,BAGS
16456,2VI3BSBGN,3 BALL SHOE BAG GREEN,1,14.4,19.44,5.04,26,BAGS
13206,2VI3BSBPK,3 BALL SHOE BAG PINK,1,14.4,20.95,6.55,31,BAGS
10003,2VI3BSBPU,3 BALL SHOE BAG PURPLE,1,14.4,19.01,4.61,24,BAGS
35598,2VI3BSBPY,3 BALL SHOE BAG PURPLE / YELLOW,1,12,19.44,7.44,38,BAGS
7367,2VI3BSBRD,3 BALL SHOE BAG RED,1,14.4,19.01,4.61,24,BAGS
22872,2VI3BSBWR,3 BALL SHOE BAG WHITE / RED,1,14.4,17.82,3.42,19,BAGS
7360,2VI3BCTRBK,3 BALL TOTE ROLLER BLACK,15,824.11,1074.9,250.79,23,BAGS
37006,2VI3BCTBKP,3 BALL TOTE ROLLER BLACK / PK,4,220,280.15,60.15,21,BAGS
36648,2VI3BCTBO,3 BALL TOTE ROLLER BLACK /ORG,3,161.79,232.85,71.06,31,BAGS
36909,2VI3BCTBB,3 BALL TOTE ROLLER BLACK/BLUE,3,164.83,204.55,39.72,19,BAGS
36935,2VI3BCTBG,3 BALL TOTE ROLLER BLACK/GRN,2,110,137.55,27.55,20,BAGS
36907,2VI3BCTBPU,3 BALL TOTE ROLLER BLACK/PUR,1,55,71.15,16.15,23,BAGS
36908,2VI3BCTBR,3 BALL TOTE ROLLER BLACK/RED,5,275,366.25,91.25,25,BAGS
36910,2VI3BCTBS,3 BALL TOTE ROLLER BLACK/SIL,3,165,221.53,56.53,26,BAGS
7361,2VI3BCTRBL,3 BALL TOTE ROLLER BLUE,2,108.4,147.55,39.15,27,BAGS
36649,2VI3BCTBP,3 BALL TOTE ROLLER BLUE / PK,4,220,279.74,59.74,21,BAGS
7363,2VI3BCTRGR,3 BALL TOTE ROLLER GRAY,4,220,280.95,60.95,22,BAGS
16457,2VI3BCTRGN,3 BALL TOTE ROLLER GREEN,1,54.47,80.85,26.38,33,BAGS
22871,2VI3BCTRGG,3 BALL TOTE ROLLER GRP / GRN,3,161.01,204.55,43.54,21,BAGS
25107,2VI3BCTRNS,3 BALL TOTE ROLLER NAVY / SIL,3,165,223.15,58.15,26,BAGS
13203,2VI3BCTROR,3 BALL TOTE ROLLER ORANGE,1,55,66.7,11.7,18,BAGS
9974,2VI3BCTRPU,3 BALL TOTE ROLLER PURPLE,6,330,429.32,99.32,23,BAGS
7362,2VI3BCTRRE,3 BALL TOTE ROLLER RED,4,219.24,305.62,86.38,28,BAGS
22869,2VI3BCTRWR,3 BALL TOTE ROLLER WHT / RD,2,108.22,147.55,39.33,27,BAGS
38273,2RO3BTTAC,3 BALL TOUR TOTE ACHROMATIC,4,252,328.82,76.82,23,BAGS
37261,2VI3BTRBK,3 BALL TOURNAMENT ROLLER BLACK,20,1536,1983.25,447.25,23,BAGS
37262,2VI3BTRBL,3 BALL TOURNAMENT ROLLER BLUE,2,153.6,202.63,49.03,24,BAGS
37263,2VI3BTRRE,3 BALL TOURNAMENT ROLLER RED,1,76.8,98.52,21.72,22,BAGS
37032,2RO3BTABO,3 BALL TRAVEL A-S BLACKOUT,1,53,78.7,25.7,33,BAGS
37479,2RO3BTACO,3 BALL TRAVEL A-S COMPETITOR,4,212,272.71,60.71,22,BAGS
37393,2STTPBB,3-BALL TRAVEL TOTE PRO BLUE / BK,19,1195.44,1581.55,386.11,24,BAGS
37392,2STTPGB,3-BALL TRAVEL TOTE PRO GREY / BK,19,1197,1565.68,368.68,24,BAGS
37394,2STTPWT,3-BALL TRAVEL TOTE PRO WHT / TL,18,1134,1485.02,351.02,24,BAGS
37899,1HA3DOA,3-D OFFSET ASSAULT,1,117,124.95,7.95,6,BALLS
37668,5GL3GPC,3G PARTS CASE,2,39.9,57.41,17.51,30,ACCESSORIES
37330,5GL3GSB,3G SHOE BRUSH,21,68.04,103.97,35.93,35,ACCESSORIES
37485,5GL3GSF,3G SHOE FRESHENERS,6,16.87,26.38,9.51,36,ACCESSORIES
37670,5GL3GSS,3G SHOE SLIDER,8,33.5,50.02,16.52,33,ACCESSORIES
14505,2ST4BCBT,4-BALL CASE BOX TOTE,2,31.34,45.58,14.24,31,BAGS
27877,5INMSR,6 INCH METAL SPAN RULER W/STUD,4,47.4,64.8,17.4,27,PRO SHOP SUPPLIES
17737,5DE9SASS11,9 SAWTOOTH SLIDE SOLE S-11,1,17.68,27.05,9.37,35,ACCESSORIES
17717,5DE9SASS7,9 SAWTOOTH SLIDE SOLE S-7,11,196.15,308.46,112.31,36,ACCESSORIES
17727,5DE9SASS9,9 SAWTOOTH SLIDE SOLE S-9,15,281.25,414.98,133.73,32,ACCESSORIES
35298,5DE9SAS,9 SLIDE ADAPTER SOLE ( VELCRO ),1,15.93,26.44,10.51,40,ACCESSORIES
17732,5DE9SS10,9 SLIDE SOLE S-10 GREY FELT,13,246.22,363.32,117.1,32,ACCESSORIES
17742,5DE9SS12,9 SLIDE SOLE S-12 BLACK ICE,7,128.73,201.49,72.76,36,ACCESSORIES
17702,5DE9SS4,9 SLIDE SOLE S-4 RED LEATHER,1,15,26.44,11.44,43,ACCESSORIES
17712,5DE9SS6,9 SLIDE SOLE S-6 PS BLUE MICRO,1,17.36,26.44,9.08,34,ACCESSORIES
17722,5DE9SS8,9 SLIDE SOLE S-8 WHITE MICRO,13,239.35,364.24,124.89,34,ACCESSORIES
25399,5DE9TST1,9 TRACTION SOLE T-1 ORANGE / RED,8,144.74,224.8,80.06,36,ACCESSORIES
17692,5DE9TST2,9 TRACTION SOLE T-2 GREY / RED,14,262.5,389.92,127.42,33,ACCESSORIES
37669,2GLBPCA,900 GLOBAL BACKPACK CAMO,2,60.8,95.12,34.32,36,BAGS
27206,5GLSHBK,900 GLOBAL SHAMMY BLACK,2,17,22.18,5.18,23,ACCESSORIES
37245,2MOABGBL,ABYSS GIANT BACKPACK BK/GR/LIME,3,183.75,227.98,44.23,19,BAGS
4215,5STAC,ACCESSORY BAG BLACK,6,61.38,91.17,29.79,33,ACCESSORIES
11404,5MAAR,ADHESIVE REMOVER 2oz.,10,50,70.29,20.29,29,ACCESSORIES
35290,5GLAH,ADJUST A HEEL,1,10.07,15.62,5.55,36,ACCESSORIES
37012,3KRADBGR,ADMIRAL BLACK / GREY RH,10,165,495,330,67,SHOES
37058,3DEAIGR,AINSLEE GREY,9,294.93,408.72,113.79,28,SHOES
37059,3DEAIGRW,AINSLEE GREY WIDE,2,67.18,92.34,25.16,27,SHOES
38303,1BRAL,ALERT,82,7790,9867.44,2077.44,21,BALLS
38008,3BRAMBR,ALPHA MAX BLACK / RED,12,456,628.52,172.52,27,SHOES
38007,3BRAMGN,ALPHA MAX GREY / NAVY,3,114,148.24,34.24,23,SHOES
38015,3BRALBLW,ALPINE BLUE / WHITE,2,76,103.94,27.94,27,SHOES
35335,5MOAC8,AMPLIFY 8OZ,17,107.1,152.64,45.54,30,ACCESSORIES
28026,5MOAMG,AMPLIFY GALLON,3,63,83.79,20.79,25,ACCESSORIES
38087,1HAANSO,ANGER SOLID,-10,-900,-1056.7,-156.7,-15,BALLS
38265,1SWAPPL,APEX PEARL,2,190,241.3,51.3,21,BALLS
38266,1SWAPSO,APEX SOLID,1,95,102.87,7.87,8,BALLS
36865,5VIAP,APRON PRO SHOP,3,24,31.68,7.68,24,ACCESSORIES
36136,5STAR,ARC RULER,7,52.5,68.26,15.76,23,PRO SHOP SUPPLIES
37626,1HAVIA,ARCTIC VIBE,106,7950,9708.56,1758.56,18,BALLS
11254,5AMAR,ARMADILLO,6,201.3,265.86,64.56,24,PRO SHOP SUPPLIES
37531,3KRARBL,ARROW BLUE,17,510.68,509.15,-1.53,0,SHOES
38080,3KRAFBN,ARROW FT BLACK / NEON,8,319.2,359.6,40.4,11,SHOES
38079,3KRAFBR,ARROW FT BLACK / RED,32,1264,1438.4,174.4,12,SHOES
37529,3KRARGR,ARROW GREY,28,840.28,838.6,-1.68,0,SHOES
37530,3KRARRD,ARROW RED,4,120,135.2,15.2,11,SHOES
37974,1MOASCPB,ASCEND DK PUR / PURPLE / BLUE,14,807.38,1029.3,221.92,22,BALLS
37972,1MOASCNT,ASCEND NAVY / TEAL / YELLOW,6,346.02,443.88,97.86,22,BALLS
37971,1MOASCRB,ASCEND RED / BK / TANGERINE,7,403.69,520.46,116.77,22,BALLS
36232,3GASBK,ASCENT BLACK,3,94.53,146.16,51.63,35,SHOES
36985,3GASBL,ASCENT BLUE,3,92.01,124.79,32.78,26,SHOES
37939,3GASBW,ASCENT II BLACK,8,261.64,400.71,139.07,35,SHOES
37986,3GASWH,ASCENT II WHITE,4,130,202.5,72.5,36,SHOES
37970,1MOASPBR,ASPIRE BLACK / RED / GOLD,8,335.92,454.36,118.44,26,BALLS
37967,1MOASPBS,ASPIRE BLUE / SIL / WHITE,34,1427.66,1944.46,516.8,27,BALLS
37969,1MOASPNR,ASPIRE NAVY / RED / BLUE,19,797.81,1088.14,290.33,27,BALLS
37968,1MOASPPB,ASPIRE PURPLE / BK / SILVER,20,839.8,1115.24,275.44,25,BALLS
38033,2BRASBK,ATTACK SGL TOTE BLACK,18,360,483.53,123.53,26,BAGS
38034,2BRASBL,ATTACK SGL TOTE BLUE,4,80,112.48,32.48,29,BAGS
38036,2BRASGR,ATTACK SGL TOTE GREY,4,80,116.03,36.03,31,BAGS
38035,2BRASRD,ATTACK SGL TOTE RED,3,60,80.81,20.81,26,BAGS
37859,1ROASS2,ATTENTION STAR S2,32,3892.16,2397.13,-1495.03,-62,BALLS
37528,3KRAUCB,AUSTIN CHARCOAL / BROWN,16,444.16,479.2,35.04,7,SHOES
37128,3BRAVBG,AVALANCHE BLACK / GREY,34,1258.36,1663.26,404.9,24,SHOES
37129,3BRAVGN,AVALANCHE GREY / NAVY,13,458.73,626.64,167.91,27,SHOES
35633,3KRAVBB,AVIATOR BLACK / BLUE,18,500.44,730.53,230.09,31,SHOES
35619,3KRAVBG,AVIATOR BLACK / GREY,48,1349.57,1916.27,566.7,30,SHOES
35236,3KRAVGR,AVIATOR GREY,9,137.16,224.55,87.39,39,SHOES
36608,3KRAVGC,AVIATOR GREY CAMO,16,443.84,661.98,218.14,33,SHOES
35237,3KRAVRB,AVIATOR RED / BLACK,8,222.72,320.47,97.75,31,SHOES
37077,1HAAXBS,AXE BLACK / SMOKE,12,576,790.45,214.45,27,BALLS
37979,1HAAXGS,AXE GREEN / SMOKE,14,672,913.55,241.55,26,BALLS
37980,1HAAXPP,AXE PURPLE / PINK,22,1056,1423.52,367.52,26,BALLS
37079,1HAAXPUS,AXE PURPLE / SMOKE,10,480,639.72,159.72,25,BALLS
36732,3BRAXWT,AXIS WHITE / TEAL,6,192,273.21,81.21,30,SHOES
37029,2STBPDS,BACKPACK DYE SUB,2,67,86.94,19.94,23,BAGS
36711,2BRBPI,BACKPACK IMPERIAL BLACK / ROYAL,1,35,45.23,10.23,23,BAGS
38210,2ROBPMVPACH,BACKPACK MVP + ACHROMATIC,2,140,179.88,39.88,22,BAGS
37075,2ROBPMVPBO,BACKPACK MVP + BLACKOUT,2,140,179.88,39.88,22,BAGS
37482,2ROBPTCO,BACKPACK TOPLINER COMPETITOR,2,102.6,141.86,39.26,28,BAGS
36992,5MOBCG,BALL CUP GUARDS,1,3.36,4.58,1.22,27,ACCESSORIES
27245,5ULBPICT,BALL PLUG ICE CUBE TRAY,3,13.5,19.44,5.94,31,PRO SHOP SUPPLIES
38313,5INBS,BALL SCRIBE W/5 REPLACEMENT TIPS,2,15.7,22.32,6.62,30,PRO SHOP SUPPLIES
36493,5KRBWTB3/4,BALL WORKOUT BLADE 3/4,2,11.55,18.14,6.59,36,ACCESSORIES
36492,5KRBWB5/8,BALL WORKOUT BLADE 5/8,2,11.49,18.14,6.65,37,ACCESSORIES
36490,5KRBWT,BALL WORKOUT TOOL,2,31.48,46.36,14.88,32,ACCESSORIES
14663,5VIBIE,BALL-IT SAFETY MOLLY  EXPAN 20CT,3,14.4,21.96,7.56,34,ACCESSORIES
9270,5VIBIWE,BALL-IT W-EXPANDERS NO TOP (20CT,66,5808,7762.36,1954.36,25,ACCESSORIES
37180,2MOBA2FR,BALLISTIX 2 TOTE FIRE RED,2,83.3,39.9,-43.4,-109,BAGS
36939,5CTDBPBL,BAM PAD BLUE,2,18.58,25.52,6.94,27,ACCESSORIES
36454,5KRBC,BASIC BALL CUP,120,119.76,250.95,131.19,52,ACCESSORIES
36795,2EBBSBK,BASIC SGL TOTE BLACK,6,76.34,103.24,26.9,26,BAGS
36796,2EBBSBL,BASIC SGL TOTE BLUE,2,25.32,35.16,9.84,28,BAGS
36799,2EBBSGY,BASIC SGL TOTE GREY,4,48,68.09,20.09,30,BAGS
36798,2EBBSPK,BASIC SGL TOTE PINK,5,58.25,85.08,26.83,32,BAGS
36797,2EBBSPU,BASIC SGL TOTE PURPLE,2,24.77,35.16,10.39,30,BAGS
36856,3GBTGO,BELMO TOUR S GOLD,5,344.15,199.75,-144.4,-72,SHOES
4409,5MABK,BEVEL KNIFE,1,11.2,16.4,5.2,32,PRO SHOP SUPPLIES
36489,5KRBK,BEVEL KNIFE,10,104.56,149.51,44.95,30,PRO SHOP SUPPLIES
36501,5KRCBS,BEVEL SANDER CORDED,2,250,330.5,80.5,24,PRO SHOP SUPPLIES
23666,5BRBBBC8,BIG B BALL CLEANER 8oz,164,574,816.06,242.06,30,ACCESSORIES
23668,5BRBBBCG,BIG B BALL CLEANER GALLON,2,50,64.68,14.68,23,ACCESSORIES
23667,5BRBBBCQ,BIG B BALL CLEANER QUART,2,20,27.59,7.59,28,ACCESSORIES
27884,5CTDBFP,BIG FLUFFY PAD,1,6.88,10.08,3.2,32,ACCESSORIES
35422,5JABTBFS,BILL TAYLOR BALL FITTER SWOVAL,1,300,365.63,65.63,18,PRO SHOP SUPPLIES
4771,5VIBSPBL,BIO SKIN PRO BLUE,30,184.71,267.96,83.25,31,ACCESSORIES
13745,5VIBSPSI,BIO SKIN PRO SILVER,22,136.33,191.08,54.75,29,ACCESSORIES
20315,4BRBPL,BIONIC POSITIONER LH,0,0,-2.33,-2.33,-100,GLOVES
20319,4BRBPR,BIONIC POSITIONER RH,2,66,86.12,20.12,23,GLOVES
20327,4BRBPXR,BIONIC POSITIONER-XF RH,7,231,293.24,62.24,21,GLOVES
37911,1SWBD,BLACK DRAGON,3,303,371.5,68.5,18,BALLS
38267,1SWBDPL,BLACK DRAGON PEARL,4,404,476.49,72.49,15,BALLS
37400,1HABPUR,BLACK PEARL URETHANE,39,3510,4258.97,748.97,18,BALLS
36977,1MOVBK,BLACK VENOM,10,1063.8,1280.56,216.76,17,BALLS
36950,1HABW2H,BLACK WIDOW 2.0 HYBRID RED,59,6195,7559.29,1364.29,18,BALLS
37395,1HABW3,BLACK WIDOW 3.0 BK / ORG,78,8189.56,9981.73,1792.17,18,BALLS
37455,2HABWDTP,BLACK WIDOW DBL TOTE W/POUCH,15,375,484.16,109.16,23,BAGS
37658,5HABWGSS,BLACK WIDOW GEM SHOE SLIDER,8,36,48.86,12.86,26,ACCESSORIES
36339,5HABWLGS,BLACK WIDOW LARGE GRIP SACK,12,60,81.48,21.48,26,ACCESSORIES
37900,1HABWMA,BLACK WIDOW MANIA,52,5460,6696.55,1236.55,18,BALLS
36561,5HABWMST,BLACK WIDOW MICRO-SUEDE TOWEL,12,36,51.9,15.9,31,ACCESSORIES
36562,5HABWSC,BLACK WIDOW SHOE COVER,13,110.5,155.59,45.09,29,ACCESSORIES
38294,1HABWTV,BLACK WIDOW TOUR V1,199,20895,22875.05,1980.05,9,BALLS
37898,2HABWTTBL,BLACK WIDOW TRIPLE TOTE BLUE,11,660,844.34,184.34,22,BAGS
36535,1HABWV,BLACK WIDOW VIZ-A-BALL,37,2553,3076.07,523.07,17,BALLS
38029,2BRBSBK,BLAST SGL TOTE BLACK,18,252,348.4,96.4,28,BAGS
38030,2BRBSBL,BLAST SGL TOTE BLUE,14,196,267.78,71.78,27,BAGS
38031,2BRBSPU,BLAST SGL TOTE PURPLE,16,224,308.66,84.66,27,BAGS
38032,2BRBSSI,BLAST SGL TOTE SILVER,5,70,97.41,27.41,28,BAGS
19952,2BRB2BK,BLITZ 2 ROLLER BLACK,1,56,73.7,17.7,24,BAGS
19953,2BRB2BL,BLITZ 2 ROLLER BLUE,1,56,75.38,19.38,26,BAGS
22709,2BRB2PK,BLITZ 2 ROLLER PINK,2,112,154.94,42.94,28,BAGS
19955,2BRB2PU,BLITZ 2 ROLLER PURPLE,2,112,163.31,51.31,31,BAGS
19956,2BRB3BK,BLITZ 3 ROLLER BLACK,1,80.75,110.7,29.95,27,BAGS
35694,2BRB3BB,BLITZ 3 ROLLER BLACK / BLUE,4,324.88,474.9,150.02,32,BAGS
26859,2BRB3BO,BLITZ 3 ROLLER BLACK / ORANGE,3,255,364.82,109.82,30,BAGS
19957,2BRB3BL,BLITZ 3 ROLLER BLUE,1,78.57,125.8,47.23,38,BAGS
36258,2COB2BL,BOSS 2 ROLLER BLUE,2,90,120.52,30.52,25,BAGS
36257,2COB2RE,BOSS 2 ROLLER RED,3,135,187.47,52.47,28,BAGS
11250,5AMFBTBK5,BOWLERS TAPE BLACK 500 ROLL,1,26.95,36.58,9.63,26,ACCESSORIES
11246,5AMFBTBKD,BOWLERS TAPE BLACK DISP,1,23.24,33.3,10.06,30,ACCESSORIES
35388,5AMFBTBKE,BOWLERS TAPE BLACK EACH,1,1.92,3.15,1.23,39,ACCESSORIES
11248,5AMFBTWH5,BOWLERS TAPE WHITE 500 ROLL,3,80.85,113.2,32.35,29,ACCESSORIES
11244,5AMFBTWHD,BOWLERS TAPE WHITE DISP,7,160.65,216.46,55.81,26,ACCESSORIES
35389,5AMFBTWHE,BOWLERS TAPE WHITE EACH,2,3.84,6.49,2.65,41,ACCESSORIES
37430,5IAMBBSHBL,BOWLING BADASS SHAMMY BLUE,7,49,73.92,24.92,34,ACCESSORIES
37429,5IAMBBSHGR,BOWLING BADASS SHAMMY GREY,7,49,72.82,23.82,33,ACCESSORIES
37432,5IAMBBSHPU,BOWLING BADASS SHAMMY PURPLE,11,77,117.17,40.17,34,ACCESSORIES
37431,5IAMBBSHRE,BOWLING BADASS SHAMMY RED,10,70,105.67,35.67,34,ACCESSORIES
3878,4MABGR,BOWLING GLOVE RH,1,10.77,13.82,3.05,22,GLOVES
38043,4BRLGL,BRUN LEATHER ORIGINAL LH,1,11,14.34,3.34,23,GLOVES
38042,4BRLGR,BRUN LEATHER ORIGINAL RH,4,44,57.36,13.36,23,GLOVES
38044,4BRLPR,BRUN LEATHER PLUS RH,6,78,100.86,22.86,23,GLOVES
38048,5BRMSTO,BRUN MICRO-SUEDE TOWEL,1,2,2.82,0.82,29,ACCESSORIES
38088,1HAVIB,BUBBLEGUM VIBE,81,6075,7446.09,1371.09,18,BALLS
4316,5MABBBKDZ,BUFF-A-BALL BLACK (DZ),4,241.28,292.93,51.65,18,ACCESSORIES
16279,5MABBBK,BUFF-A-BALL BLACK (EACH),2,9.08,12.58,3.5,28,ACCESSORIES
21886,5MABBWHDZ,BUFF-A-BALL WHITE (DZ),1,52.92,64.16,11.24,18,ACCESSORIES
21887,5MABBWH,BUFF-A-BALL WHITE (EACH),2,7.76,11.08,3.32,30,ACCESSORIES
36929,4STWDC1R,C-1 WRIST DEVICE RH,1,18.78,23.36,4.58,20,GLOVES
36932,4STWDC2L,C-2 WRIST DEVICE LH,1,28.38,35.29,6.91,20,GLOVES
36931,4STWDC2R,C-2 WRIST DEVICE RH,6,172.5,229.98,57.48,25,GLOVES
36933,4STWDC4R,C-4 WRIST DEVICE RH,8,439.11,513.36,74.25,14,GLOVES
36524,4STC4WS,C4 WRIST STRAP,2,9.26,13.2,3.94,30,GLOVES
37456,2HAC2BL,CARBON SHIELD 2 ROLLER BLUE,1,97.86,127.6,29.74,23,BAGS
37107,2HAC2CA,CARBON SHIELD 2 ROLLER CARBON,1,100,145,45,31,BAGS
37457,2HAC3BL,CARBON SHIELD 3 ROLLER BLUE,3,370.05,478.38,108.33,23,BAGS
37108,2HAC3CA,CARBON SHIELD 3 ROLLER CARBON,5,625,819.04,194.04,24,BAGS
37460,2HACS3T,CARBON SHIELD 3 TOTE BLUE,2,120,155.73,35.73,23,BAGS
37454,2HACDT,CARBON SHIELD DOUBLE TOTE BLUE,2,70,87.73,17.73,20,BAGS
7356,5VICI,CHANGE IT REMOVING THUMB IT,12,86.4,126.28,39.88,32,ACCESSORIES
37515,3KRCHBKL,CHARGE BLACK LH,2,220,274.48,54.48,20,SHOES
37509,3KRCHBKR,CHARGE BLACK RH,4,441.12,567.67,126.55,22,SHOES
37511,3KRCHBKWW,CHARGE BLACK RH WIDE,3,334.14,411.72,77.58,19,SHOES
37095,2BRCH2BK,CHARGER 2 ROLLER BLACK,2,159.52,216.67,57.15,26,BAGS
37096,2BRCH2BL,CHARGER 2 ROLLER BLUE,1,80,104.19,24.19,23,BAGS
37436,2BRCH2RE,CHARGER 2 ROLLER RED,1,78.5,97.68,19.18,20,BAGS
13330,6TUCLBK,CLASSIC BLACK,969,639.54,1025.98,386.44,38,INSERTS
13400,6TUCLBL,CLASSIC BLUE,135,89.1,143.95,54.85,38,INSERTS
13414,6TUCLGR,CLASSIC GREEN,95,62.7,100.39,37.69,38,INSERTS
13358,6TUCLIC,CLASSIC ICE,60,39.6,66.1,26.5,40,INSERTS
13428,6TUCLOR,CLASSIC ORANGE,153,100.98,164.35,63.37,39,INSERTS
37638,6TUCLPK,CLASSIC PINK,129,85.14,137.21,52.07,38,INSERTS
